Request id,Pickup point,Driver id,Driver Assigned,Status,Request timestamp,Hours,Drop timestamp,Duration,Day of Week,Cateory
3820,Airport,280,Assigned,Cancelled,2016-07-13 21:07:32,21:07,null,null,Wednesday,null
5076,City,280,Assigned,Cancelled,2016-07-14 19:38:01,19:38,null,null,Thursday,null
5660,City,280,Assigned,Cancelled,2016-07-15 07:02:00,7:02,null,null,Friday,null
6242,Airport,280,Assigned,Cancelled,2016-07-15 17:55:10,17:55,null,null,Friday,null
6321,Airport,280,Assigned,Cancelled,2016-07-15 18:37:53,18:37,null,null,Friday,null
3086,City,281,Assigned,Cancelled,2016-07-13 08:12:18,8:12,null,null,Wednesday,null
4538,City,281,Assigned,Cancelled,2016-07-14 09:38:03,9:38,null,null,Thursday,null
1233,Airport,282,Assigned,Cancelled,2016-07-11 21:38:00,21:38,null,null,Monday,null
1883,City,282,Assigned,Cancelled,2016-07-12 10:06:00,10:06,null,null,Tuesday,null
3233,City,282,Assigned,Cancelled,2016-07-13 10:01:44,10:01,null,null,Wednesday,null
3237,City,282,Assigned,Cancelled,2016-07-13 10:06:32,10:06,null,null,Wednesday,null
3577,Airport,282,Assigned,Cancelled,2016-07-13 18:24:15,18:24,null,null,Wednesday,null
219,City,283,Assigned,Cancelled,2016-07-11 06:15:00,6:15,null,null,Monday,null
493,City,283,Assigned,Cancelled,2016-07-11 09:30:00,9:30,null,null,Monday,null
1575,City,283,Assigned,Cancelled,2016-07-12 06:23:00,6:23,null,null,Tuesday,null
5631,City,283,Assigned,Cancelled,2016-07-15 06:36:14,6:36,null,null,Friday,null
109,City,284,Assigned,Cancelled,2016-07-11 05:01:00,5:01,null,null,Monday,null
299,City,284,Assigned,Cancelled,2016-07-11 07:13:00,7:13,null,null,Monday,null
347,City,284,Assigned,Cancelled,2016-07-11 07:51:00,7:51,null,null,Monday,null
538,City,284,Assigned,Cancelled,2016-07-11 10:00:00,10:00,null,null,Monday,null
3250,City,284,Assigned,Cancelled,2016-07-13 10:09:28,10:09,null,null,Wednesday,null
3983,City,284,Assigned,Cancelled,2016-07-13 23:19:23,23:19,null,null,Wednesday,null
2948,City,285,Assigned,Cancelled,2016-07-13 06:39:27,6:39,null,null,Wednesday,null
2982,City,285,Assigned,Cancelled,2016-07-13 07:04:21,7:04,null,null,Wednesday,null
3055,City,285,Assigned,Cancelled,2016-07-13 07:48:58,7:48,null,null,Wednesday,null
3759,City,285,Assigned,Cancelled,2016-07-13 20:34:32,20:34,null,null,Wednesday,null
4389,City,285,Assigned,Cancelled,2016-07-14 07:56:57,7:56,null,null,Thursday,null
5949,City,285,Assigned,Cancelled,2016-07-15 10:30:58,10:30,null,null,Friday,null
441,City,286,Assigned,Cancelled,2016-07-11 09:05:00,9:05,null,null,Monday,null
1109,City,286,Assigned,Cancelled,2016-07-11 20:23:00,20:23,null,null,Monday,null
1693,Airport,286,Assigned,Cancelled,2016-07-12 07:50:00,7:50,null,null,Tuesday,null
3198,City,286,Assigned,Cancelled,2016-07-13 09:39:19,9:39,null,null,Wednesday,null
4507,City,286,Assigned,Cancelled,2016-07-14 09:09:57,9:09,null,null,Thursday,null
6058,City,286,Assigned,Cancelled,2016-07-15 13:47:11,13:47,null,null,Friday,null
1630,City,287,Assigned,Cancelled,2016-07-12 07:03:00,7:03,null,null,Tuesday,null
3451,Airport,287,Assigned,Cancelled,2016-07-13 16:53:56,16:53,null,null,Wednesday,null
3839,Airport,287,Assigned,Cancelled,2016-07-13 21:28:41,21:28,null,null,Wednesday,null
4258,City,287,Assigned,Cancelled,2016-07-14 06:12:03,6:12,null,null,Thursday,null
4677,Airport,287,Assigned,Cancelled,2016-07-14 12:45:00,12:45,null,null,Thursday,null
5603,City,287,Assigned,Cancelled,2016-07-15 06:08:31,6:08,null,null,Friday,null
186,City,288,Assigned,Cancelled,2016-07-11 05:48:00,5:48,null,null,Monday,null
2094,Airport,288,Assigned,Cancelled,2016-07-12 15:51:00,15:51,null,null,Tuesday,null
4354,City,288,Assigned,Cancelled,2016-07-14 07:26:35,7:26,null,null,Thursday,null
340,City,289,Assigned,Cancelled,2016-07-11 07:51:00,7:51,null,null,Monday,null
5499,City,289,Assigned,Cancelled,2016-07-15 05:07:17,5:07,null,null,Friday,null
151,City,290,Assigned,Cancelled,2016-07-11 05:27:00,5:27,null,null,Monday,null
316,City,290,Assigned,Cancelled,2016-07-11 07:26:00,7:26,null,null,Monday,null
561,City,290,Assigned,Cancelled,2016-07-11 10:10:00,10:10,null,null,Monday,null
1582,City,290,Assigned,Cancelled,2016-07-12 06:23:00,6:23,null,null,Tuesday,null
1871,City,290,Assigned,Cancelled,2016-07-12 10:04:00,10:04,null,null,Tuesday,null
4213,City,290,Assigned,Cancelled,2016-07-14 05:39:02,5:39,null,null,Thursday,null
5801,City,290,Assigned,Cancelled,2016-07-15 08:40:03,8:40,null,null,Friday,null
144,City,291,Assigned,Cancelled,2016-07-11 05:24:00,5:24,null,null,Monday,null
1383,City,291,Assigned,Cancelled,2016-07-12 01:12:00,1:12,null,null,Tuesday,null
3216,City,291,Assigned,Cancelled,2016-07-13 09:50:23,9:50,null,null,Wednesday,null
184,City,292,Assigned,Cancelled,2016-07-11 05:49:00,5:49,null,null,Monday,null
4435,City,292,Assigned,Cancelled,2016-07-14 08:25:24,8:25,null,null,Thursday,null
5623,City,292,Assigned,Cancelled,2016-07-15 06:27:46,6:27,null,null,Friday,null
2837,City,293,Assigned,Cancelled,2016-07-13 05:19:53,5:19,null,null,Wednesday,null
5812,City,293,Assigned,Cancelled,2016-07-15 08:44:40,8:44,null,null,Friday,null
407,City,294,Assigned,Cancelled,2016-07-11 08:33:00,8:33,null,null,Monday,null
486,City,294,Assigned,Cancelled,2016-07-11 09:29:00,9:29,null,null,Monday,null
4489,City,294,Assigned,Cancelled,2016-07-14 08:53:51,8:53,null,null,Thursday,null
1251,City,295,Assigned,Cancelled,2016-07-11 21:47:00,21:47,null,null,Monday,null
2875,City,295,Assigned,Cancelled,2016-07-13 05:54:23,5:54,null,null,Wednesday,null
3104,City,295,Assigned,Cancelled,2016-07-13 08:25:16,8:25,null,null,Wednesday,null
3909,City,295,Assigned,Cancelled,2016-07-13 22:13:42,22:13,null,null,Wednesday,null
4338,City,295,Assigned,Cancelled,2016-07-14 07:20:59,7:20,null,null,Thursday,null
4479,City,295,Assigned,Cancelled,2016-07-14 08:41:51,8:41,null,null,Thursday,null
3187,City,296,Assigned,Cancelled,2016-07-13 09:31:32,9:31,null,null,Wednesday,null
4251,City,296,Assigned,Cancelled,2016-07-14 05:55:36,5:55,null,null,Thursday,null
5514,City,296,Assigned,Cancelled,2016-07-15 05:08:25,5:08,null,null,Friday,null
5690,City,296,Assigned,Cancelled,2016-07-15 07:20:54,7:20,null,null,Friday,null
295,Airport,297,Assigned,Cancelled,2016-07-11 07:10:00,7:10,null,null,Monday,null
1487,City,297,Assigned,Cancelled,2016-07-12 05:23:00,5:23,null,null,Tuesday,null
5515,City,297,Assigned,Cancelled,2016-07-15 05:13:03,5:13,null,null,Friday,null
5535,City,297,Assigned,Cancelled,2016-07-15 05:19:48,5:19,null,null,Friday,null
284,City,298,Assigned,Cancelled,2016-07-11 07:05:00,7:05,null,null,Monday,null
2966,City,298,Assigned,Cancelled,2016-07-13 06:54:13,6:54,null,null,Wednesday,null
3120,City,298,Assigned,Cancelled,2016-07-13 08:32:08,8:32,null,null,Wednesday,null
4552,City,298,Assigned,Cancelled,2016-07-14 09:40:33,9:40,null,null,Thursday,null
758,City,299,Assigned,Cancelled,2016-07-11 16:06:00,16:06,null,null,Monday,null
1641,City,299,Assigned,Cancelled,2016-07-12 07:20:00,7:20,null,null,Tuesday,null
4158,City,299,Assigned,Cancelled,2016-07-14 05:03:10,5:03,null,null,Thursday,null
4164,City,299,Assigned,Cancelled,2016-07-14 05:06:40,5:06,null,null,Thursday,null
4448,City,299,Assigned,Cancelled,2016-07-14 08:30:59,8:30,null,null,Thursday,null
4225,City,300,Assigned,Cancelled,2016-07-14 05:46:06,5:46,null,null,Thursday,null
1362,City,null,Assigned,No Cars Available,2016-07-11 00:02:00,0:02,null,null,Monday,null
1364,City,null,Assigned,No Cars Available,2016-07-11 00:06:00,0:06,null,null,Monday,null
1366,City,null,Assigned,No Cars Available,2016-07-11 00:09:00,0:09,null,null,Monday,null
2,Airport,null,Assigned,No Cars Available,2016-07-11 00:23:00,0:23,null,null,Monday,null
7,Airport,null,Assigned,No Cars Available,2016-07-11 00:30:00,0:30,null,null,Monday,null
6,City,null,Assigned,No Cars Available,2016-07-11 00:36:00,0:36,null,null,Monday,null
4,City,null,Assigned,No Cars Available,2016-07-11 00:37:00,0:37,null,null,Monday,null
8,City,null,Assigned,No Cars Available,2016-07-11 00:40:00,0:40,null,null,Monday,null
12,City,null,Assigned,No Cars Available,2016-07-11 01:08:00,1:08,null,null,Monday,null
16,Airport,null,Assigned,No Cars Available,2016-07-11 01:09:00,1:09,null,null,Monday,null
14,Airport,null,Assigned,No Cars Available,2016-07-11 01:10:00,1:10,null,null,Monday,null
19,City,null,Assigned,No Cars Available,2016-07-11 01:14:00,1:14,null,null,Monday,null
15,City,null,Assigned,No Cars Available,2016-07-11 01:15:00,1:15,null,null,Monday,null
17,Airport,null,Assigned,No Cars Available,2016-07-11 01:16:00,1:16,null,null,Monday,null
20,Airport,null,Assigned,No Cars Available,2016-07-11 01:23:00,1:23,null,null,Monday,null
23,City,null,Assigned,No Cars Available,2016-07-11 01:38:00,1:38,null,null,Monday,null
22,Airport,null,Assigned,No Cars Available,2016-07-11 01:40:00,1:40,null,null,Monday,null
25,Airport,null,Assigned,No Cars Available,2016-07-11 01:45:00,1:45,null,null,Monday,null
24,Airport,null,Assigned,No Cars Available,2016-07-11 01:48:00,1:48,null,null,Monday,null
27,Airport,null,Assigned,No Cars Available,2016-07-11 01:49:00,1:49,null,null,Monday,null
26,Airport,null,Assigned,No Cars Available,2016-07-11 01:49:00,1:49,null,null,Monday,null
29,City,null,Assigned,No Cars Available,2016-07-11 01:55:00,1:55,null,null,Monday,null
28,City,null,Assigned,No Cars Available,2016-07-11 02:02:00,2:02,null,null,Monday,null
31,City,null,Assigned,No Cars Available,2016-07-11 02:10:00,2:10,null,null,Monday,null
32,Airport,null,Assigned,No Cars Available,2016-07-11 02:15:00,2:15,null,null,Monday,null
36,City,null,Assigned,No Cars Available,2016-07-11 02:33:00,2:33,null,null,Monday,null
37,Airport,null,Assigned,No Cars Available,2016-07-11 02:34:00,2:34,null,null,Monday,null
38,City,null,Assigned,No Cars Available,2016-07-11 02:39:00,2:39,null,null,Monday,null
40,Airport,null,Assigned,No Cars Available,2016-07-11 02:42:00,2:42,null,null,Monday,null
39,Airport,null,Assigned,No Cars Available,2016-07-11 02:48:00,2:48,null,null,Monday,null
42,Airport,null,Assigned,No Cars Available,2016-07-11 02:55:00,2:55,null,null,Monday,null
43,City,null,Assigned,No Cars Available,2016-07-11 03:06:00,3:06,null,null,Monday,null
44,Airport,null,Assigned,No Cars Available,2016-07-11 03:07:00,3:07,null,null,Monday,null
46,Airport,null,Assigned,No Cars Available,2016-07-11 03:16:00,3:16,null,null,Monday,null
49,Airport,null,Assigned,No Cars Available,2016-07-11 03:29:00,3:29,null,null,Monday,null
52,City,null,Assigned,No Cars Available,2016-07-11 03:30:00,3:30,null,null,Monday,null
54,City,null,Assigned,No Cars Available,2016-07-11 03:34:00,3:34,null,null,Monday,null
55,Airport,null,Assigned,No Cars Available,2016-07-11 03:41:00,3:41,null,null,Monday,null
57,City,null,Assigned,No Cars Available,2016-07-11 03:52:00,3:52,null,null,Monday,null
59,City,null,Assigned,No Cars Available,2016-07-11 03:58:00,3:58,null,null,Monday,null
56,City,null,Assigned,No Cars Available,2016-07-11 03:58:00,3:58,null,null,Monday,null
58,Airport,null,Assigned,No Cars Available,2016-07-11 04:03:00,4:03,null,null,Monday,null
61,Airport,null,Assigned,No Cars Available,2016-07-11 04:05:00,4:05,null,null,Monday,null
62,Airport,null,Assigned,No Cars Available,2016-07-11 04:10:00,4:10,null,null,Monday,null
63,Airport,null,Assigned,No Cars Available,2016-07-11 04:17:00,4:17,null,null,Monday,null
65,Airport,null,Assigned,No Cars Available,2016-07-11 04:23:00,4:23,null,null,Monday,null
67,Airport,null,Assigned,No Cars Available,2016-07-11 04:24:00,4:24,null,null,Monday,null
69,Airport,null,Assigned,No Cars Available,2016-07-11 04:27:00,4:27,null,null,Monday,null
68,Airport,null,Assigned,No Cars Available,2016-07-11 04:27:00,4:27,null,null,Monday,null
72,City,null,Assigned,No Cars Available,2016-07-11 04:36:00,4:36,null,null,Monday,null
73,Airport,null,Assigned,No Cars Available,2016-07-11 04:36:00,4:36,null,null,Monday,null
71,City,null,Assigned,No Cars Available,2016-07-11 04:37:00,4:37,null,null,Monday,null
75,Airport,null,Assigned,No Cars Available,2016-07-11 04:40:00,4:40,null,null,Monday,null
79,City,null,Assigned,No Cars Available,2016-07-11 04:43:00,4:43,null,null,Monday,null
83,City,null,Assigned,No Cars Available,2016-07-11 04:44:00,4:44,null,null,Monday,null
78,City,null,Assigned,No Cars Available,2016-07-11 04:45:00,4:45,null,null,Monday,null
104,City,null,Assigned,No Cars Available,2016-07-11 05:00:00,5:00,null,null,Monday,null
103,City,null,Assigned,No Cars Available,2016-07-11 05:02:00,5:02,null,null,Monday,null
131,City,null,Assigned,No Cars Available,2016-07-11 05:10:00,5:10,null,null,Monday,null
124,City,null,Assigned,No Cars Available,2016-07-11 05:12:00,5:12,null,null,Monday,null
117,City,null,Assigned,No Cars Available,2016-07-11 05:13:00,5:13,null,null,Monday,null
137,City,null,Assigned,No Cars Available,2016-07-11 05:17:00,5:17,null,null,Monday,null
136,City,null,Assigned,No Cars Available,2016-07-11 05:19:00,5:19,null,null,Monday,null
135,City,null,Assigned,No Cars Available,2016-07-11 05:20:00,5:20,null,null,Monday,null
138,City,null,Assigned,No Cars Available,2016-07-11 05:20:00,5:20,null,null,Monday,null
154,City,null,Assigned,No Cars Available,2016-07-11 05:31:00,5:31,null,null,Monday,null
153,City,null,Assigned,No Cars Available,2016-07-11 05:33:00,5:33,null,null,Monday,null
171,City,null,Assigned,No Cars Available,2016-07-11 05:39:00,5:39,null,null,Monday,null
167,City,null,Assigned,No Cars Available,2016-07-11 05:40:00,5:40,null,null,Monday,null
159,City,null,Assigned,No Cars Available,2016-07-11 05:43:00,5:43,null,null,Monday,null
178,City,null,Assigned,No Cars Available,2016-07-11 05:47:00,5:47,null,null,Monday,null
179,City,null,Assigned,No Cars Available,2016-07-11 05:49:00,5:49,null,null,Monday,null
190,City,null,Assigned,No Cars Available,2016-07-11 05:53:00,5:53,null,null,Monday,null
189,City,null,Assigned,No Cars Available,2016-07-11 05:58:00,5:58,null,null,Monday,null
208,Airport,null,Assigned,No Cars Available,2016-07-11 06:05:00,6:05,null,null,Monday,null
194,City,null,Assigned,No Cars Available,2016-07-11 06:05:00,6:05,null,null,Monday,null
207,City,null,Assigned,No Cars Available,2016-07-11 06:06:00,6:06,null,null,Monday,null
199,City,null,Assigned,No Cars Available,2016-07-11 06:07:00,6:07,null,null,Monday,null
203,City,null,Assigned,No Cars Available,2016-07-11 06:07:00,6:07,null,null,Monday,null
221,City,null,Assigned,No Cars Available,2016-07-11 06:16:00,6:16,null,null,Monday,null
226,City,null,Assigned,No Cars Available,2016-07-11 06:21:00,6:21,null,null,Monday,null
228,City,null,Assigned,No Cars Available,2016-07-11 06:24:00,6:24,null,null,Monday,null
231,City,null,Assigned,No Cars Available,2016-07-11 06:26:00,6:26,null,null,Monday,null
230,City,null,Assigned,No Cars Available,2016-07-11 06:27:00,6:27,null,null,Monday,null
254,City,null,Assigned,No Cars Available,2016-07-11 06:40:00,6:40,null,null,Monday,null
263,City,null,Assigned,No Cars Available,2016-07-11 06:44:00,6:44,null,null,Monday,null
255,City,null,Assigned,No Cars Available,2016-07-11 06:44:00,6:44,null,null,Monday,null
259,City,null,Assigned,No Cars Available,2016-07-11 06:46:00,6:46,null,null,Monday,null
266,City,null,Assigned,No Cars Available,2016-07-11 06:47:00,6:47,null,null,Monday,null
274,City,null,Assigned,No Cars Available,2016-07-11 06:50:00,6:50,null,null,Monday,null
272,City,null,Assigned,No Cars Available,2016-07-11 06:50:00,6:50,null,null,Monday,null
287,City,null,Assigned,No Cars Available,2016-07-11 07:05:00,7:05,null,null,Monday,null
288,City,null,Assigned,No Cars Available,2016-07-11 07:05:00,7:05,null,null,Monday,null
300,City,null,Assigned,No Cars Available,2016-07-11 07:13:00,7:13,null,null,Monday,null
331,City,null,Assigned,No Cars Available,2016-07-11 07:47:00,7:47,null,null,Monday,null
337,City,null,Assigned,No Cars Available,2016-07-11 07:50:00,7:50,null,null,Monday,null
342,City,null,Assigned,No Cars Available,2016-07-11 07:51:00,7:51,null,null,Monday,null
349,City,null,Assigned,No Cars Available,2016-07-11 07:51:00,7:51,null,null,Monday,null
344,City,null,Assigned,No Cars Available,2016-07-11 07:52:00,7:52,null,null,Monday,null
348,City,null,Assigned,No Cars Available,2016-07-11 07:54:00,7:54,null,null,Monday,null
359,City,null,Assigned,No Cars Available,2016-07-11 07:58:00,7:58,null,null,Monday,null
367,City,null,Assigned,No Cars Available,2016-07-11 08:03:00,8:03,null,null,Monday,null
356,City,null,Assigned,No Cars Available,2016-07-11 08:03:00,8:03,null,null,Monday,null
369,City,null,Assigned,No Cars Available,2016-07-11 08:04:00,8:04,null,null,Monday,null
364,City,null,Assigned,No Cars Available,2016-07-11 08:05:00,8:05,null,null,Monday,null
372,City,null,Assigned,No Cars Available,2016-07-11 08:07:00,8:07,null,null,Monday,null
365,City,null,Assigned,No Cars Available,2016-07-11 08:07:00,8:07,null,null,Monday,null
390,City,null,Assigned,No Cars Available,2016-07-11 08:17:00,8:17,null,null,Monday,null
388,City,null,Assigned,No Cars Available,2016-07-11 08:21:00,8:21,null,null,Monday,null
385,City,null,Assigned,No Cars Available,2016-07-11 08:21:00,8:21,null,null,Monday,null
396,City,null,Assigned,No Cars Available,2016-07-11 08:29:00,8:29,null,null,Monday,null
413,City,null,Assigned,No Cars Available,2016-07-11 08:37:00,8:37,null,null,Monday,null
408,City,null,Assigned,No Cars Available,2016-07-11 08:37:00,8:37,null,null,Monday,null
416,City,null,Assigned,No Cars Available,2016-07-11 08:39:00,8:39,null,null,Monday,null
435,City,null,Assigned,No Cars Available,2016-07-11 08:55:00,8:55,null,null,Monday,null
440,City,null,Assigned,No Cars Available,2016-07-11 09:08:00,9:08,null,null,Monday,null
434,City,null,Assigned,No Cars Available,2016-07-11 09:09:00,9:09,null,null,Monday,null
456,City,null,Assigned,No Cars Available,2016-07-11 09:13:00,9:13,null,null,Monday,null
453,City,null,Assigned,No Cars Available,2016-07-11 09:13:00,9:13,null,null,Monday,null
442,City,null,Assigned,No Cars Available,2016-07-11 09:15:00,9:15,null,null,Monday,null
478,City,null,Assigned,No Cars Available,2016-07-11 09:16:00,9:16,null,null,Monday,null
452,City,null,Assigned,No Cars Available,2016-07-11 09:16:00,9:16,null,null,Monday,null
460,City,null,Assigned,No Cars Available,2016-07-11 09:21:00,9:21,null,null,Monday,null
473,Airport,null,Assigned,No Cars Available,2016-07-11 09:22:00,9:22,null,null,Monday,null
472,City,null,Assigned,No Cars Available,2016-07-11 09:25:00,9:25,null,null,Monday,null
496,City,null,Assigned,No Cars Available,2016-07-11 09:29:00,9:29,null,null,Monday,null
487,City,null,Assigned,No Cars Available,2016-07-11 09:31:00,9:31,null,null,Monday,null
498,City,null,Assigned,No Cars Available,2016-07-11 09:35:00,9:35,null,null,Monday,null
503,City,null,Assigned,No Cars Available,2016-07-11 09:37:00,9:37,null,null,Monday,null
502,City,null,Assigned,No Cars Available,2016-07-11 09:40:00,9:40,null,null,Monday,null
509,City,null,Assigned,No Cars Available,2016-07-11 09:42:00,9:42,null,null,Monday,null
506,City,null,Assigned,No Cars Available,2016-07-11 09:43:00,9:43,null,null,Monday,null
522,City,null,Assigned,No Cars Available,2016-07-11 09:48:00,9:48,null,null,Monday,null
516,City,null,Assigned,No Cars Available,2016-07-11 09:49:00,9:49,null,null,Monday,null
524,City,null,Assigned,No Cars Available,2016-07-11 09:50:00,9:50,null,null,Monday,null
527,City,null,Assigned,No Cars Available,2016-07-11 09:52:00,9:52,null,null,Monday,null
530,City,null,Assigned,No Cars Available,2016-07-11 09:57:00,9:57,null,null,Monday,null
539,City,null,Assigned,No Cars Available,2016-07-11 09:59:00,9:59,null,null,Monday,null
541,City,null,Assigned,No Cars Available,2016-07-11 10:03:00,10:03,null,null,Monday,null
548,City,null,Assigned,No Cars Available,2016-07-11 10:04:00,10:04,null,null,Monday,null
563,Airport,null,Assigned,No Cars Available,2016-07-11 10:17:00,10:17,null,null,Monday,null
562,Airport,null,Assigned,No Cars Available,2016-07-11 10:18:00,10:18,null,null,Monday,null
566,City,null,Assigned,No Cars Available,2016-07-11 10:20:00,10:20,null,null,Monday,null
567,Airport,null,Assigned,No Cars Available,2016-07-11 10:21:00,10:21,null,null,Monday,null
576,City,null,Assigned,No Cars Available,2016-07-11 10:58:00,10:58,null,null,Monday,null
581,Airport,null,Assigned,No Cars Available,2016-07-11 11:00:00,11:00,null,null,Monday,null
587,City,null,Assigned,No Cars Available,2016-07-11 11:17:00,11:17,null,null,Monday,null
593,City,null,Assigned,No Cars Available,2016-07-11 11:22:00,11:22,null,null,Monday,null
594,Airport,null,Assigned,No Cars Available,2016-07-11 11:31:00,11:31,null,null,Monday,null
601,City,null,Assigned,No Cars Available,2016-07-11 11:40:00,11:40,null,null,Monday,null
606,City,null,Assigned,No Cars Available,2016-07-11 11:42:00,11:42,null,null,Monday,null
611,Airport,null,Assigned,No Cars Available,2016-07-11 11:53:00,11:53,null,null,Monday,null
613,City,null,Assigned,No Cars Available,2016-07-11 11:56:00,11:56,null,null,Monday,null
617,Airport,null,Assigned,No Cars Available,2016-07-11 11:57:00,11:57,null,null,Monday,null
624,City,null,Assigned,No Cars Available,2016-07-11 12:06:00,12:06,null,null,Monday,null
633,City,null,Assigned,No Cars Available,2016-07-11 12:26:00,12:26,null,null,Monday,null
646,Airport,null,Assigned,No Cars Available,2016-07-11 12:37:00,12:37,null,null,Monday,null
654,Airport,null,Assigned,No Cars Available,2016-07-11 12:45:00,12:45,null,null,Monday,null
655,City,null,Assigned,No Cars Available,2016-07-11 12:53:00,12:53,null,null,Monday,null
658,City,null,Assigned,No Cars Available,2016-07-11 12:54:00,12:54,null,null,Monday,null
659,City,null,Assigned,No Cars Available,2016-07-11 12:55:00,12:55,null,null,Monday,null
667,City,null,Assigned,No Cars Available,2016-07-11 13:01:00,13:01,null,null,Monday,null
665,Airport,null,Assigned,No Cars Available,2016-07-11 13:04:00,13:04,null,null,Monday,null
668,City,null,Assigned,No Cars Available,2016-07-11 13:06:00,13:06,null,null,Monday,null
674,City,null,Assigned,No Cars Available,2016-07-11 13:15:00,13:15,null,null,Monday,null
670,Airport,null,Assigned,No Cars Available,2016-07-11 13:18:00,13:18,null,null,Monday,null
673,Airport,null,Assigned,No Cars Available,2016-07-11 13:24:00,13:24,null,null,Monday,null
678,Airport,null,Assigned,No Cars Available,2016-07-11 13:33:00,13:33,null,null,Monday,null
690,Airport,null,Assigned,No Cars Available,2016-07-11 13:41:00,13:41,null,null,Monday,null
685,City,null,Assigned,No Cars Available,2016-07-11 13:43:00,13:43,null,null,Monday,null
691,City,null,Assigned,No Cars Available,2016-07-11 13:46:00,13:46,null,null,Monday,null
695,City,null,Assigned,No Cars Available,2016-07-11 13:54:00,13:54,null,null,Monday,null
696,City,null,Assigned,No Cars Available,2016-07-11 14:01:00,14:01,null,null,Monday,null
705,Airport,null,Assigned,No Cars Available,2016-07-11 14:12:00,14:12,null,null,Monday,null
713,City,null,Assigned,No Cars Available,2016-07-11 14:41:00,14:41,null,null,Monday,null
716,City,null,Assigned,No Cars Available,2016-07-11 14:52:00,14:52,null,null,Monday,null
722,Airport,null,Assigned,No Cars Available,2016-07-11 14:57:00,14:57,null,null,Monday,null
731,City,null,Assigned,No Cars Available,2016-07-11 15:11:00,15:11,null,null,Monday,null
730,Airport,null,Assigned,No Cars Available,2016-07-11 15:14:00,15:14,null,null,Monday,null
734,City,null,Assigned,No Cars Available,2016-07-11 15:22:00,15:22,null,null,Monday,null
755,Airport,null,Assigned,No Cars Available,2016-07-11 16:03:00,16:03,null,null,Monday,null
762,City,null,Assigned,No Cars Available,2016-07-11 16:12:00,16:12,null,null,Monday,null
765,Airport,null,Assigned,No Cars Available,2016-07-11 16:16:00,16:16,null,null,Monday,null
764,City,null,Assigned,No Cars Available,2016-07-11 16:21:00,16:21,null,null,Monday,null
767,City,null,Assigned,No Cars Available,2016-07-11 16:24:00,16:24,null,null,Monday,null
768,Airport,null,Assigned,No Cars Available,2016-07-11 16:26:00,16:26,null,null,Monday,null
770,Airport,null,Assigned,No Cars Available,2016-07-11 16:27:00,16:27,null,null,Monday,null
776,City,null,Assigned,No Cars Available,2016-07-11 16:34:00,16:34,null,null,Monday,null
783,City,null,Assigned,No Cars Available,2016-07-11 16:48:00,16:48,null,null,Monday,null
787,Airport,null,Assigned,No Cars Available,2016-07-11 16:50:00,16:50,null,null,Monday,null
786,Airport,null,Assigned,No Cars Available,2016-07-11 16:50:00,16:50,null,null,Monday,null
795,Airport,null,Assigned,No Cars Available,2016-07-11 17:09:00,17:09,null,null,Monday,null
796,Airport,null,Assigned,No Cars Available,2016-07-11 17:11:00,17:11,null,null,Monday,null
803,Airport,null,Assigned,No Cars Available,2016-07-11 17:14:00,17:14,null,null,Monday,null
802,Airport,null,Assigned,No Cars Available,2016-07-11 17:15:00,17:15,null,null,Monday,null
806,Airport,null,Assigned,No Cars Available,2016-07-11 17:15:00,17:15,null,null,Monday,null
798,Airport,null,Assigned,No Cars Available,2016-07-11 17:17:00,17:17,null,null,Monday,null
804,Airport,null,Assigned,No Cars Available,2016-07-11 17:18:00,17:18,null,null,Monday,null
808,Airport,null,Assigned,No Cars Available,2016-07-11 17:19:00,17:19,null,null,Monday,null
810,Airport,null,Assigned,No Cars Available,2016-07-11 17:20:00,17:20,null,null,Monday,null
807,Airport,null,Assigned,No Cars Available,2016-07-11 17:20:00,17:20,null,null,Monday,null
814,Airport,null,Assigned,No Cars Available,2016-07-11 17:21:00,17:21,null,null,Monday,null
820,Airport,null,Assigned,No Cars Available,2016-07-11 17:21:00,17:21,null,null,Monday,null
811,Airport,null,Assigned,No Cars Available,2016-07-11 17:23:00,17:23,null,null,Monday,null
813,Airport,null,Assigned,No Cars Available,2016-07-11 17:23:00,17:23,null,null,Monday,null
809,Airport,null,Assigned,No Cars Available,2016-07-11 17:24:00,17:24,null,null,Monday,null
816,Airport,null,Assigned,No Cars Available,2016-07-11 17:24:00,17:24,null,null,Monday,null
815,Airport,null,Assigned,No Cars Available,2016-07-11 17:25:00,17:25,null,null,Monday,null
812,Airport,null,Assigned,No Cars Available,2016-07-11 17:28:00,17:28,null,null,Monday,null
823,Airport,null,Assigned,No Cars Available,2016-07-11 17:28:00,17:28,null,null,Monday,null
818,Airport,null,Assigned,No Cars Available,2016-07-11 17:31:00,17:31,null,null,Monday,null
822,Airport,null,Assigned,No Cars Available,2016-07-11 17:33:00,17:33,null,null,Monday,null
830,Airport,null,Assigned,No Cars Available,2016-07-11 17:34:00,17:34,null,null,Monday,null
824,Airport,null,Assigned,No Cars Available,2016-07-11 17:34:00,17:34,null,null,Monday,null
827,Airport,null,Assigned,No Cars Available,2016-07-11 17:35:00,17:35,null,null,Monday,null
829,Airport,null,Assigned,No Cars Available,2016-07-11 17:35:00,17:35,null,null,Monday,null
825,Airport,null,Assigned,No Cars Available,2016-07-11 17:36:00,17:36,null,null,Monday,null
